Label,category,Vocabulary ID,Parent,GrandParent,GreatGrandParent,GreatGreatGrandParent,GreatGreatGreatGrandParent,n
Bacteremia,C,C23.550.470.790.500.100,Sepsis,Systemic Inflammatory Response Syndrome,Inflammation,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",154
Alzheimer Disease,C,C10.228.140.380.100,Dementia,Brain Diseases,Central Nervous System Diseases,Nervous System Diseases,NULL,147
Alzheimer Disease,C,C10.574.945.249,Tauopathies,Neurodegenerative Diseases,Nervous System Diseases,NULL,NULL,147
Latent Tuberculosis,C,C01.550.500,Latent Infection,Infections,NULL,NULL,NULL,146
Latent Tuberculosis,C,C01.150.252.410.040.552.846.122,Tuberculosis,Mycobacterium Infections,Actinomycetales Infections,Gram-Positive Bacterial Infections,Bacterial Infections,146
Schistosomiasis,C,C01.610.335.865.859,Trematode Infections,Helminthiasis,Parasitic Diseases,Infections,NULL,144
Schistosomiasis,C,C01.920.922,Vector Borne Diseases,Infections,NULL,NULL,NULL,144
Coronary Artery Disease,C,C14.907.585.250.260,Coronary Disease,Myocardial Ischemia,Vascular Diseases,Cardiovascular Diseases,NULL,143
Coronary Artery Disease,C,C14.280.647.250.260,Coronary Disease,Myocardial Ischemia,Heart Diseases,Cardiovascular Diseases,NULL,143
Coronary Artery Disease,C,C14.907.137.126.339,Arteriosclerosis,Arterial Occlusive Diseases,Vascular Diseases,Cardiovascular Diseases,NULL,143
Vision Disorders,C,C10.597.751.941,Sensation Disorders,Neurologic Manifestations,Nervous System Diseases,NULL,NULL,142
Vision Disorders,C,C11.966,Eye Diseases,NULL,NULL,NULL,NULL,142
Vision Disorders,C,C23.888.592.763.941,Sensation Disorders,Neurologic Manifestations,Signs and Symptoms,"Pathological Conditions, Signs and Symptoms",NULL,142
Growth Disorders,C,C23.550.393,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",NULL,NULL,NULL,138
Meningococcal Infections,C,C01.150.252.400.625.549,Neisseriaceae Infections,Gram-Negative Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,Infections,136
"Leishmaniasis, Cutaneous",C,C01.610.858.560.400,Leishmaniasis,"Skin Diseases, Parasitic",Parasitic Diseases,Infections,NULL,135
"Leishmaniasis, Cutaneous",C,C01.610.752.300.500.400,Leishmaniasis,Euglenozoa Infections,Protozoan Infections,Parasitic Diseases,Infections,135
"Leishmaniasis, Cutaneous",C,C01.920.813.400,Leishmaniasis,Vector Borne Diseases,Infections,NULL,NULL,135
"Leishmaniasis, Cutaneous",C,C17.800.838.775.560.400,Leishmaniasis,"Skin Diseases, Parasitic","Skin Diseases, Infectious",Skin Diseases,Skin and Connective Tissue Diseases,135
Infections,C,C01,NULL,NULL,NULL,NULL,NULL,134
Typhoid Fever,C,C01.150.252.400.310.821.873,Salmonella Infections,Enterobacteriaceae Infections,Gram-Negative Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,133
Schistosomiasis mansoni,C,C01.610.335.865.859.576,Schistosomiasis,Trematode Infections,Helminthiasis,Parasitic Diseases,Infections,128
Schistosomiasis mansoni,C,C01.920.922.576,Schistosomiasis,Vector Borne Diseases,Infections,NULL,NULL,128
Rotavirus Infections,C,C01.925.782.791.814,Reoviridae Infections,RNA Virus Infections,Virus Diseases,Infections,NULL,126
"Anemia, Iron-Deficiency",C,C18.452.565.100,Iron Metabolism Disorders,Metabolic Diseases,Nutritional and Metabolic Diseases,NULL,NULL,124
"Anemia, Iron-Deficiency",C,C15.378.071.196.300,"Anemia, Hypochromic",Anemia,Hematologic Diseases,Hemic and Lymphatic Diseases,NULL,124
"Meningitis, Meningococcal",C,C01.150.252.223.500.750,"Meningitis, Bacterial",Central Nervous System Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,Infections,124
"Meningitis, Meningococcal",C,C01.150.252.400.625.549.449,Meningococcal Infections,Neisseriaceae Infections,Gram-Negative Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,124
"Meningitis, Meningococcal",C,C01.207.180.500.750,"Meningitis, Bacterial",Central Nervous System Bacterial Infections,Central Nervous System Infections,Infections,NULL,124
"Meningitis, Meningococcal",C,C10.228.228.180.500.750,"Meningitis, Bacterial",Central Nervous System Bacterial Infections,Central Nervous System Infections,Central Nervous System Diseases,Nervous System Diseases,124
"Meningitis, Meningococcal",C,C10.228.614.280.505,"Meningitis, Bacterial",Meningitis,Central Nervous System Diseases,Nervous System Diseases,NULL,124
Staphylococcal Infections,C,C01.150.252.410.868,Gram-Positive Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,Infections,NULL,124
Herpes Genitalis,C,C01.221.812.640.350,"Sexually Transmitted Diseases, Viral",Sexually Transmitted Diseases,Communicable Diseases,Infections,NULL,123
Herpes Genitalis,C,C01.925.813.350,"Sexually Transmitted Diseases, Viral",Virus Diseases,Infections,NULL,NULL,123
Herpes Genitalis,C,C01.778.640.350,"Sexually Transmitted Diseases, Viral",Sexually Transmitted Diseases,Infections,NULL,NULL,123
Herpes Genitalis,C,C01.925.256.466.382.290,Herpes Simplex,Herpesviridae Infections,DNA Virus Infections,Virus Diseases,Infections,123
Herpes Genitalis,C,C13.351.500.342,"Genital Diseases, Female",Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,NULL,NULL,123
Herpes Genitalis,C,C12.294.329,"Genital Diseases, Male",Male Urogenital Diseases,NULL,NULL,NULL,123
Poliomyelitis,C,C10.668.864,Neuromuscular Diseases,Nervous System Diseases,NULL,NULL,NULL,122
Poliomyelitis,C,C01.925.782.687.359.764,Enterovirus Infections,Picornaviridae Infections,RNA Virus Infections,Virus Diseases,Infections,122
Poliomyelitis,C,C01.207.618.750,Myelitis,Central Nervous System Infections,Infections,NULL,NULL,122
Poliomyelitis,C,C10.228.228.618.750,Myelitis,Central Nervous System Infections,Central Nervous System Diseases,Nervous System Diseases,NULL,122
Poliomyelitis,C,C10.228.854.525.850,Myelitis,Spinal Cord Diseases,Central Nervous System Diseases,Nervous System Diseases,NULL,122
Neglected Diseases,C,C23.550.291.890,Disease Attributes,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",NULL,NULL,121
Child Nutrition Disorders,C,C18.654.180,Nutrition Disorders,Nutritional and Metabolic Diseases,NULL,NULL,NULL,120
Atrophy,C,C23.300.070,"Pathological Conditions, Anatomical","Pathological Conditions, Signs and Symptoms",NULL,NULL,NULL,118
"Meningitis, Cryptococcal",C,C10.228.614.300.500,"Meningitis, Fungal",Meningitis,Central Nervous System Diseases,Nervous System Diseases,NULL,118
"Meningitis, Cryptococcal",C,C10.228.228.198.500.500,"Meningitis, Fungal",Central Nervous System Fungal Infections,Central Nervous System Infections,Central Nervous System Diseases,Nervous System Diseases,118
"Meningitis, Cryptococcal",C,C01.150.703.181.500.500,"Meningitis, Fungal",Central Nervous System Fungal Infections,Mycoses,Bacterial Infections and Mycoses,Infections,118
"Meningitis, Cryptococcal",C,C01.207.198.500.500,"Meningitis, Fungal",Central Nervous System Fungal Infections,Central Nervous System Infections,Infections,NULL,118
"Meningitis, Cryptococcal",C,C01.150.703.248.290,Cryptococcosis,Mycoses,Bacterial Infections and Mycoses,Infections,NULL,118
Respiratory Syncytial Virus Infections,C,C01.925.782.580.600.550.750,Pneumovirus Infections,Paramyxoviridae Infections,Mononegavirales Infections,RNA Virus Infections,Virus Diseases,117
"Malaria, Cerebral",C,C01.920.875.620,Malaria,Vector Borne Diseases,Infections,NULL,NULL,114
"Malaria, Cerebral",C,C01.207.205.300.500,Central Nervous System Protozoal Infections,Central Nervous System Parasitic Infections,Central Nervous System Infections,Infections,NULL,114
"Malaria, Cerebral",C,C01.610.105.300.500,Central Nervous System Protozoal Infections,Central Nervous System Parasitic Infections,Parasitic Diseases,Infections,NULL,114
"Malaria, Cerebral",C,C01.610.752.530.620,Malaria,Protozoan Infections,Parasitic Diseases,Infections,NULL,114
"Malaria, Cerebral",C,C10.228.228.205.300.500,Central Nervous System Protozoal Infections,Central Nervous System Parasitic Infections,Central Nervous System Infections,Central Nervous System Diseases,Nervous System Diseases,114
Virus Diseases,C,C01.925,Infections,NULL,NULL,NULL,NULL,113
"Anemia, Sickle Cell",C,C15.378.420.155,Hemoglobinopathies,Hematologic Diseases,Hemic and Lymphatic Diseases,NULL,NULL,112
"Anemia, Sickle Cell",C,C16.320.070.150,"Anemia, Hemolytic, Congenital","Genetic Diseases, Inborn","Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,112
"Anemia, Sickle Cell",C,C16.320.365.155,Hemoglobinopathies,"Genetic Diseases, Inborn","Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,112
"Anemia, Sickle Cell",C,C15.378.071.141.150.150,"Anemia, Hemolytic, Congenital","Anemia, Hemolytic",Anemia,Hematologic Diseases,Hemic and Lymphatic Diseases,112
Emergencies,C,C23.550.291.781,Disease Attributes,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",NULL,NULL,111
"Diabetes Mellitus, Type 1",C,C18.452.394.750.124,Diabetes Mellitus,Glucose Metabolism Disorders,Metabolic Diseases,Nutritional and Metabolic Diseases,NULL,110
"Diabetes Mellitus, Type 1",C,C20.111.327,Autoimmune Diseases,Immune System Diseases,NULL,NULL,NULL,110
"Diabetes Mellitus, Type 1",C,C19.246.267,Diabetes Mellitus,Endocrine System Diseases,NULL,NULL,NULL,110
Community-Acquired Infections,C,C01.234,Infections,NULL,NULL,NULL,NULL,109
Gastroenteritis,C,C06.405.205,Gastrointestinal Diseases,Digestive System Diseases,NULL,NULL,NULL,108
Drug-Related Side Effects and Adverse Reactions,C,C25.100,Chemically-Induced Disorders,NULL,NULL,NULL,NULL,107
Eye Diseases,C,C11,NULL,NULL,NULL,NULL,NULL,107
"Intestinal Diseases, Parasitic",C,C06.405.469.452,Intestinal Diseases,Gastrointestinal Diseases,Digestive System Diseases,NULL,NULL,107
"Intestinal Diseases, Parasitic",C,C01.610.432,Parasitic Diseases,Infections,NULL,NULL,NULL,107
"Trypanosomiasis, African",C,C01.610.752.300.900.719,Trypanosomiasis,Euglenozoa Infections,Protozoan Infections,Parasitic Diseases,Infections,106
"Trypanosomiasis, African",C,C01.920.937,Vector Borne Diseases,Infections,NULL,NULL,NULL,106
"Communicable Diseases, Emerging",C,C01.221.500,Communicable Diseases,Infections,NULL,NULL,NULL,105
"Communicable Diseases, Emerging",C,C23.550.291.531.750,Communicable Diseases,Disease Attributes,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",NULL,105
Diabetic Retinopathy,C,C19.246.099.500.382,Diabetic Angiopathies,Diabetes Complications,Diabetes Mellitus,Endocrine System Diseases,NULL,105
Diabetic Retinopathy,C,C11.768.257,Retinal Diseases,Eye Diseases,NULL,NULL,NULL,105
Diabetic Retinopathy,C,C14.907.320.382,Diabetic Angiopathies,Vascular Diseases,Cardiovascular Diseases,NULL,NULL,105
Skin Neoplasms,C,C17.800.882,Skin Diseases,Skin and Connective Tissue Diseases,NULL,NULL,NULL,104
Skin Neoplasms,C,C04.588.805,Neoplasms by Site,Neoplasms,NULL,NULL,NULL,104
Weight Gain,C,C23.888.144.243.926,Body Weight Changes,Body Weight,Signs and Symptoms,"Pathological Conditions, Signs and Symptoms",NULL,103
Macular Degeneration,C,C11.768.585.439,Retinal Degeneration,Retinal Diseases,Eye Diseases,NULL,NULL,100
Whooping Cough,C,C08.730.969,Respiratory Tract Infections,Respiratory Tract Diseases,NULL,NULL,NULL,99
Whooping Cough,C,C01.748.969,Respiratory Tract Infections,Infections,NULL,NULL,NULL,99
Whooping Cough,C,C01.150.252.400.143.500,Bordetella Infections,Gram-Negative Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,Infections,99
Eczema,C,C17.800.815.620,"Skin Diseases, Eczematous",Skin Diseases,Skin and Connective Tissue Diseases,NULL,NULL,98
Eczema,C,C17.800.174.620,Dermatitis,Skin Diseases,Skin and Connective Tissue Diseases,NULL,NULL,98
Hookworm Infections,C,C01.610.335.508.700.775.455,Strongylida Infections,Secernentea Infections,Nematode Infections,Helminthiasis,Parasitic Diseases,98
Insect Bites and Stings,C,C25.723.127.071,Bites and Stings,Poisoning,Chemically-Induced Disorders,NULL,NULL,97
Insect Bites and Stings,C,C26.176.143,Bites and Stings,Wounds and Injuries,NULL,NULL,NULL,97
Trichuriasis,C,C01.610.335.508.100.275.895,Enoplida Infections,Adenophorea Infections,Nematode Infections,Helminthiasis,Parasitic Diseases,97
"Infant, Newborn, Diseases",C,C16.614,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,NULL,NULL,96
Cholera,C,C01.150.252.400.959.347,Vibrio Infections,Gram-Negative Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,Infections,94
Haemophilus Infections,C,C01.150.252.400.700.433,Pasteurellaceae Infections,Gram-Negative Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,Infections,94
Lung Diseases,C,C08.381,Respiratory Tract Diseases,NULL,NULL,NULL,NULL,93
Postpartum Hemorrhage,C,C13.703.420.725,Obstetric Labor Complications,Pregnancy Complications,Female Urogenital Diseases and Pregnancy Complications,NULL,NULL,93
Postpartum Hemorrhage,C,C13.703.844.700,Puerperal Disorders,Pregnancy Complications,Female Urogenital Diseases and Pregnancy Complications,NULL,NULL,93
Postpartum Hemorrhage,C,C23.550.414.993.850,Uterine Hemorrhage,Hemorrhage,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",NULL,93
Streptococcal Infections,C,C01.150.252.410.890,Gram-Positive Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,Infections,NULL,93
Respiratory Tract Diseases,C,C08,NULL,NULL,NULL,NULL,NULL,92
Critical Illness,C,C23.550.291.625,Disease Attributes,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",NULL,NULL,91
Respiratory Sounds,C,C23.888.852.779,"Signs and Symptoms, Respiratory",Signs and Symptoms,"Pathological Conditions, Signs and Symptoms",NULL,NULL,90
Schistosomiasis haematobia,C,C13.351.968.892.775,Urinary Tract Infections,Urologic Diseases,Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,NULL,90
Schistosomiasis haematobia,C,C12.777.892.775,Urinary Tract Infections,Urologic Diseases,Male Urogenital Diseases,NULL,NULL,90
Schistosomiasis haematobia,C,C01.610.335.865.859.427,Schistosomiasis,Trematode Infections,Helminthiasis,Parasitic Diseases,Infections,90
Schistosomiasis haematobia,C,C01.920.922.427,Schistosomiasis,Vector Borne Diseases,Infections,NULL,NULL,90
Schistosomiasis haematobia,C,C01.915.775,Urinary Tract Infections,Infections,NULL,NULL,NULL,90
Onchocerciasis,C,C01.610.335.508.700.750.361.699,Filariasis,Spirurida Infections,Secernentea Infections,Nematode Infections,Helminthiasis,89
Onchocerciasis,C,C01.610.858.650,"Skin Diseases, Parasitic",Parasitic Diseases,Infections,NULL,NULL,89
Onchocerciasis,C,C17.800.838.775.690,"Skin Diseases, Parasitic","Skin Diseases, Infectious",Skin Diseases,Skin and Connective Tissue Diseases,NULL,89
Pain,C,C23.888.592.612,Neurologic Manifestations,Signs and Symptoms,"Pathological Conditions, Signs and Symptoms",NULL,NULL,89
"Pneumonia, Pneumococcal",C,C01.748.610.540.550,"Pneumonia, Bacterial",Pneumonia,Respiratory Tract Infections,Infections,NULL,89
"Pneumonia, Pneumococcal",C,C01.150.252.410.890.670.750,Pneumococcal Infections,Streptococcal Infections,Gram-Positive Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,89
"Pneumonia, Pneumococcal",C,C01.150.252.620.550,"Pneumonia, Bacterial",Bacterial Infections,Bacterial Infections and Mycoses,Infections,NULL,89
"Pneumonia, Pneumococcal",C,C08.381.677.540.550,"Pneumonia, Bacterial",Pneumonia,Lung Diseases,Respiratory Tract Diseases,NULL,89
"Pneumonia, Pneumococcal",C,C08.730.610.540.550,"Pneumonia, Bacterial",Pneumonia,Respiratory Tract Infections,Respiratory Tract Diseases,NULL,89
Trichiasis,C,C11.338.912,Eyelid Diseases,Eye Diseases,NULL,NULL,NULL,89
Ascariasis,C,C01.610.335.508.700.100.070,Ascaridida Infections,Secernentea Infections,Nematode Infections,Helminthiasis,Parasitic Diseases,88
Escherichia coli Infections,C,C01.150.252.400.310.330,Enterobacteriaceae Infections,Gram-Negative Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,Infections,88
Hypersensitivity,C,C20.543,Immune System Diseases,NULL,NULL,NULL,NULL,88
Myocardial Ischemia,C,C14.907.585,Vascular Diseases,Cardiovascular Diseases,NULL,NULL,NULL,88
Myocardial Ischemia,C,C14.280.647,Heart Diseases,Cardiovascular Diseases,NULL,NULL,NULL,88
"Dermatitis, Atopic",C,C20.543.480.343,"Hypersensitivity, Immediate",Hypersensitivity,Immune System Diseases,NULL,NULL,86
"Dermatitis, Atopic",C,C17.800.827.210,"Skin Diseases, Genetic",Skin Diseases,Skin and Connective Tissue Diseases,NULL,NULL,86
"Dermatitis, Atopic",C,C17.800.815.193,"Skin Diseases, Eczematous",Skin Diseases,Skin and Connective Tissue Diseases,NULL,NULL,86
"Dermatitis, Atopic",C,C16.320.850.210,"Skin Diseases, Genetic","Genetic Diseases, Inborn","Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,86
"Dermatitis, Atopic",C,C17.800.174.193,Dermatitis,Skin Diseases,Skin and Connective Tissue Diseases,NULL,NULL,86
"Kidney Failure, Chronic",C,C13.351.968.419.780.750.500,"Renal Insufficiency, Chronic",Renal Insufficiency,Kidney Diseases,Urologic Diseases,Female Urogenital Diseases,86
"Kidney Failure, Chronic",C,C12.777.419.780.750.500,"Renal Insufficiency, Chronic",Renal Insufficiency,Kidney Diseases,Urologic Diseases,Male Urogenital Diseases,86
Glaucoma,C,C11.525.381,Ocular Hypertension,Eye Diseases,NULL,NULL,NULL,85
Obstetric Labor Complications,C,C13.703.420,Pregnancy Complications,Female Urogenital Diseases and Pregnancy Complications,NULL,NULL,NULL,85
Ovarian Neoplasms,C,C13.351.937.418.685,"Genital Neoplasms, Female",Urogenital Neoplasms,Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,NULL,85
Ovarian Neoplasms,C,C13.351.500.056.630.705,Ovarian Diseases,Adnexal Diseases,"Genital Diseases, Female",Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,85
Ovarian Neoplasms,C,C19.344.410,Endocrine Gland Neoplasms,Endocrine System Diseases,NULL,NULL,NULL,85
Ovarian Neoplasms,C,C19.391.630.705,Ovarian Diseases,Gonadal Disorders,Endocrine System Diseases,NULL,NULL,85
Ovarian Neoplasms,C,C04.588.322.455,Endocrine Gland Neoplasms,Neoplasms by Site,Neoplasms,NULL,NULL,85
Asymptomatic Infections,C,C01.125,Infections,NULL,NULL,NULL,NULL,83
Asymptomatic Infections,C,C23.550.291.187.500,Asymptomatic Diseases,Disease Attributes,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",NULL,83
"Carcinoma, Squamous Cell",C,C04.557.470.200.400,Carcinoma,"Neoplasms, Glandular and Epithelial",Neoplasms by Histologic Type,Neoplasms,NULL,83
"Carcinoma, Squamous Cell",C,C04.557.470.700.400,"Neoplasms, Squamous Cell","Neoplasms, Glandular and Epithelial",Neoplasms by Histologic Type,Neoplasms,NULL,83
