Label,category,Vocabulary ID,Parent,GrandParent,n
CD4 Lymphocyte Count,E,E05.200.625.107.595.500.150,Lymphocyte Count,Leukocyte Count,573
CD4 Lymphocyte Count,E,E05.200.500.195.107.595.500.150,Lymphocyte Count,Leukocyte Count,573
CD4 Lymphocyte Count,G,G04.140.107.595.500.150,Lymphocyte Count,Leukocyte Count,573
CD4 Lymphocyte Count,E,E01.370.225.500.195.107.595.500.150,Lymphocyte Count,Leukocyte Count,573
CD4 Lymphocyte Count,E,E01.370.225.625.107.595.500.150,Lymphocyte Count,Leukocyte Count,573
Social Class,I,I01.880.853.996.755,Socioeconomic Factors,Sociological Factors,571
Social Class,N,N01.824.782,Socioeconomic Factors,Population Characteristics,571
Quality of Health Care,N,N05.715,"Health Care Quality, Access, and Evaluation",NULL,569
Quality of Health Care,N,N04.761,Health Services Administration,NULL,569
"Antibodies, Viral",D,D12.776.124.486.485.114.254,Antibodies,Immunoglobulins,566
"Antibodies, Viral",D,D12.776.124.790.651.114.254,Antibodies,Immunoglobulins,566
"Antibodies, Viral",D,D12.776.377.715.548.114.254,Antibodies,Immunoglobulins,566
Nigeria,Z,Z01.058.290.190.565,"Africa, Western",Africa South of the Sahara,565
"Models, Biological",E,E05.599.395,"Models, Theoretical",Investigative Techniques,564
Breast Neoplasms,C,C04.588.180,Neoplasms by Site,Neoplasms,558
Breast Neoplasms,C,C17.800.090.500,Breast Diseases,Skin Diseases,558
Travel,I,I03.883,Human Activities,NULL,556
Infant Mortality,N,N06.850.505.400.975.550.475,Mortality,Vital Statistics,555
Infant Mortality,N,N06.850.520.308.985.550.475,Mortality,Vital Statistics,555
Infant Mortality,N,N01.224.935.698.489,Mortality,Vital Statistics,555
Infant Mortality,E,E05.318.308.985.550.475,Mortality,Vital Statistics,555
Enzyme-Linked Immunosorbent Assay,E,E05.601.470.350.170,Immunoenzyme Techniques,Immunoassay,554
Enzyme-Linked Immunosorbent Assay,E,E05.601.470.380.360,Immunosorbent Techniques,Immunoassay,554
Enzyme-Linked Immunosorbent Assay,E,E05.478.566.350.170,Immunoenzyme Techniques,Immunoassay,554
Enzyme-Linked Immunosorbent Assay,E,E05.478.566.380.360,Immunosorbent Techniques,Immunoassay,554
Enzyme-Linked Immunosorbent Assay,E,E05.478.583.400.170,Immunoenzyme Techniques,Immunohistochemistry,554
Health Care Costs,N,N03.219.151.400,Costs and Cost Analysis,Economics,552
Health Care Costs,N,N05.300.375,Delivery of Health Care,"Health Care Quality, Access, and Evaluation",552
"Databases, Factual",L,L01.470.750.750,Databases as Topic,Information Storage and Retrieval,551
"Databases, Factual",L,L01.313.500.750.300.188.400,Databases as Topic,Information Systems,551
"Outcome Assessment, Health Care",H,H01.770.644.145.431,Biomedical Research,Research,551
"Outcome Assessment, Health Care",N,N04.761.559.590,"Outcome and Process Assessment, Health Care",Quality of Health Care,551
"Outcome Assessment, Health Care",N,N05.715.360.575.575,"Outcome and Process Assessment, Health Care",Health Care Evaluation Mechanisms,551
Survival Rate,N,N06.850.505.400.975.550.900,Mortality,Vital Statistics,540
Survival Rate,N,N01.224.935.698.826,Mortality,Vital Statistics,540
Survival Rate,E,E05.318.308.985.550.900,Mortality,Vital Statistics,540
Survival Rate,N,N06.850.520.308.985.550.900,Mortality,Vital Statistics,540
Chronic Disease,C,C23.550.291.500,Disease Attributes,Pathologic Processes,533
"Diabetes Mellitus, Type 2",C,C19.246.300,Diabetes Mellitus,Endocrine System Diseases,531
"Diabetes Mellitus, Type 2",C,C18.452.394.750.149,Diabetes Mellitus,Glucose Metabolism Disorders,531
Algorithms,G,G17.035,Mathematical Concepts,NULL,525
Algorithms,L,L01.224.050,Computing Methodologies,Information Science,525
Residence Characteristics,N,N01.224.791,Demography,Population Characteristics,522
Residence Characteristics,N,N06.850.505.400.800,Demography,Epidemiologic Measurements,522
Disease Progression,C,C23.550.291.656,Disease Attributes,Pathologic Processes,521
Artemisinins,D,D01.248.497.158.685.750.212,Peroxides,Oxides,520
Artemisinins,D,D01.339.431.374.212,Peroxides,Reactive Oxygen Species,520
Artemisinins,D,D01.650.550.750.200,Peroxides,Oxides,520
Artemisinins,D,D02.389.338.055,Peroxides,Free Radicals,520
Artemisinins,D,D02.455.849.765.211,Sesquiterpenes,Terpenes,520
Practice Guidelines as Topic,N,N04.761.700.350.650,Guidelines as Topic,"Quality Assurance, Health Care",518
Practice Guidelines as Topic,N,N05.700.350.650,Guidelines as Topic,"Quality Assurance, Health Care",518
Cost of Illness,N,N06.850.520.308.980.438.475.046,Health Status Indicators,Health Surveys,512
Cost of Illness,N,N05.715.360.300.800.438.375.182,Health Status Indicators,Health Surveys,512
Cost of Illness,N,N03.219.151.165,Costs and Cost Analysis,Economics,512
Viral Load,E,E05.200.875.950,Microbiological Techniques,Clinical Laboratory Techniques,512
Viral Load,G,G06.920.850,Virus Physiological Phenomena,Microbiological Phenomena,512
Viral Load,E,E01.370.225.875.950,Microbiological Techniques,Clinical Laboratory Techniques,512
Base Sequence,G,G05.360.080,Genetic Structures,Genetic Phenomena,511
Base Sequence,G,G02.111.570.080,Molecular Structure,Biochemical Phenomena,511
Base Sequence,L,L01.453.245.667.080,Molecular Sequence Data,Documentation,511
Alcohol Drinking,F,F01.145.317.269,Drinking Behavior,Behavior,510
Ethiopia,Z,Z01.058.290.120.310,"Africa, Eastern",Africa South of the Sahara,509
"Influenza, Human",C,C08.730.310,Respiratory Tract Infections,Respiratory Tract Diseases,507
"Influenza, Human",C,C01.925.782.620.365,Orthomyxoviridae Infections,RNA Virus Infections,507
"Influenza, Human",C,C01.748.310,Respiratory Tract Infections,Infections,507
Comorbidity,N,N06.850.490.687,Epidemiologic Factors,Public Health,505
Comorbidity,N,N05.715.350.225,Epidemiologic Factors,Quality of Health Care,505
"Homosexuality, Male",F,F01.145.802.975.500.600,Homosexuality,Sexuality,504
"Homosexuality, Male",G,G08.686.867.500.600,Homosexuality,Sexuality,504
Pilot Projects,E,E05.318.372.750,Epidemiologic Study Characteristics,Epidemiologic Methods,493
Pilot Projects,E,E05.337.737,Evaluation Studies as Topic,Investigative Techniques,493
Pilot Projects,N,N05.715.360.330.720,Epidemiologic Study Characteristics,Health Care Evaluation Mechanisms,493
Pilot Projects,N,N06.850.520.450.720,Epidemiologic Study Characteristics,Epidemiologic Methods,493
Anti-Retroviral Agents,D,D27.505.954.122.388.077,Antiviral Agents,Anti-Infective Agents,489
Decision Making,F,F02.463.785.373,Thinking,Mental Processes,489
Immunoglobulin G,D,D12.776.377.715.548.114.619.393,Immunoglobulin Isotypes,Antibodies,487
Immunoglobulin G,D,D12.776.124.790.651.114.619.393,Immunoglobulin Isotypes,Antibodies,487
Immunoglobulin G,D,D12.776.124.486.485.114.619.393,Immunoglobulin Isotypes,Antibodies,487
Acquired Immunodeficiency Syndrome,C,C01.778.640.400.040,HIV Infections,"Sexually Transmitted Diseases, Viral",485
Acquired Immunodeficiency Syndrome,C,C01.221.250.875.040,HIV Infections,Blood-Borne Infections,485
Acquired Immunodeficiency Syndrome,C,C01.221.812.640.400.040,HIV Infections,"Sexually Transmitted Diseases, Viral",485
Acquired Immunodeficiency Syndrome,C,C01.925.782.815.616.400.040,HIV Infections,Lentivirus Infections,485
Acquired Immunodeficiency Syndrome,C,C01.925.813.400.040,HIV Infections,"Sexually Transmitted Diseases, Viral",485
Acquired Immunodeficiency Syndrome,C,C01.925.839.040,Slow Virus Diseases,Virus Diseases,485
Acquired Immunodeficiency Syndrome,C,C20.673.480.040,HIV Infections,Immunologic Deficiency Syndromes,485
Zambia,Z,Z01.058.290.175.920,"Africa, Southern",Africa South of the Sahara,484
Amino Acid Sequence,G,G02.111.570.060,Molecular Structure,Biochemical Phenomena,483
Amino Acid Sequence,L,L01.453.245.667.060,Molecular Sequence Data,Documentation,483
Rural Health,N,N01.400.548.750,Population Health,Health,481
Schools,J,J03.832,Non-Medical Public and Private Facilities,NULL,478
Schools,I,I02.783,Education,NULL,478
Bacterial Proteins,D,D12.776.097,Proteins,"Amino Acids, Peptides, and Proteins",476
Asthma,C,C20.543.480.680.095,Respiratory Hypersensitivity,"Hypersensitivity, Immediate",473
Asthma,C,C08.674.095,Respiratory Hypersensitivity,Respiratory Tract Diseases,473
Asthma,C,C08.127.108,Bronchial Diseases,Respiratory Tract Diseases,473
Asthma,C,C08.381.495.108,"Lung Diseases, Obstructive",Lung Diseases,473
Peru,Z,Z01.107.757.702,South America,Americas,473
Microbial Sensitivity Tests,E,E05.337.550.400,"Drug Evaluation, Preclinical",Evaluation Studies as Topic,471
Microbial Sensitivity Tests,E,E05.200.875.595,Microbiological Techniques,Clinical Laboratory Techniques,471
Microbial Sensitivity Tests,E,E01.370.225.875.595,Microbiological Techniques,Clinical Laboratory Techniques,471
Focus Groups,E,E05.318.308.112,Data Collection,Epidemiologic Methods,469
Focus Groups,N,N06.850.520.308.112,Data Collection,Epidemiologic Methods,469
Focus Groups,N,N05.715.360.300.269,Data Collection,Health Care Evaluation Mechanisms,469
Insect Vectors,N,N06.850.520.203.375.100.500,Arthropod Vectors,Disease Vectors,468
Insect Vectors,N,N06.850.335.188.100.500,Arthropod Vectors,Disease Vectors,468
Genome-Wide Association Study,E,E05.393.385.500,Genetic Association Studies,Genetic Techniques,465
Genome-Wide Association Study,E,E05.393.522.500,Molecular Epidemiology,Genetic Techniques,465
Genome-Wide Association Study,E,E05.318.416.249,Molecular Epidemiology,Epidemiologic Methods,465
Genome-Wide Association Study,E,E05.318.370.392,Epidemiologic Research Design,Epidemiologic Methods,465
Genome-Wide Association Study,E,E05.393.760.640.500,Oligonucleotide Array Sequence Analysis,Sequence Analysis,465
Genome-Wide Association Study,N,N06.850.520.470.500,Molecular Epidemiology,Epidemiologic Methods,465
Genome-Wide Association Study,N,N06.850.520.445.392,Epidemiologic Research Design,Epidemiologic Methods,465
Attitude of Health Personnel,F,F01.100.050,Attitude,Behavior and Behavior Mechanisms,464
Attitude of Health Personnel,N,N05.300.100,Delivery of Health Care,"Health Care Quality, Access, and Evaluation",464
Blood Pressure,G,G09.330.380.076,Hemodynamics,Cardiovascular Physiological Phenomena,463
Blood Pressure,E,E01.370.600.875.249,Vital Signs,Physical Examination,463
Quality-Adjusted Life Years,N,N01.224.935.530.700,Life Tables,Vital Statistics,462
Quality-Adjusted Life Years,E,E05.318.740.100.500.700,Life Tables,Actuarial Analysis,462
Drug Resistance,G,G07.690.773.984,Pharmacological Phenomena,Pharmacological and Toxicological Phenomena,457
Educational Status,N,N01.824.196,Socioeconomic Factors,Population Characteristics,456
Epidemiologic Methods,N,N06.850.520,Public Health,Environment and Public Health,455
Epidemiologic Methods,E,E05.318,Investigative Techniques,NULL,455
Health Behavior,F,F01.145.488,Behavior,Behavior and Behavior Mechanisms,455
Myocardial Infarction,C,C14.907.585.500,Myocardial Ischemia,Vascular Diseases,455
Myocardial Infarction,C,C14.280.647.500,Myocardial Ischemia,Heart Diseases,455
Myocardial Infarction,C,C23.550.513.355.750,Infarction,Ischemia,455
Myocardial Infarction,C,C23.550.717.489.750,Infarction,Necrosis,455
Biomedical Research,H,H01.770.644.145,Research,Science,452
Health Services Needs and Demand,N,N05.300.450,Delivery of Health Care,"Health Care Quality, Access, and Evaluation",449
Health Services Needs and Demand,N,N03.349.380.420,Health Services Research,Health Planning,449
Bayes Theorem,N,N05.715.360.750.625.150,Probability,Statistics as Topic,448
Bayes Theorem,E,E05.318.740.600.200,Probability,Statistics as Topic,448
Bayes Theorem,N,N06.850.520.830.600.200,Probability,Statistics as Topic,448
"Drug Resistance, Bacterial",G,G07.690.773.984.269.347,"Drug Resistance, Microbial",Drug Resistance,448
"Drug Resistance, Bacterial",G,G06.099.225,Bacterial Physiological Phenomena,Microbiological Phenomena,448
"Drug Resistance, Bacterial",G,G06.225.347,"Drug Resistance, Microbial",Microbiological Phenomena,448
Seroepidemiologic Studies,E,E05.318.372.500.950,Epidemiologic Studies,Epidemiologic Study Characteristics,447
Seroepidemiologic Studies,N,N05.715.360.330.500.950,Epidemiologic Studies,Epidemiologic Study Characteristics,447
Seroepidemiologic Studies,N,N06.850.520.450.500.950,Epidemiologic Studies,Epidemiologic Study Characteristics,447
Environmental Exposure,N,N06.850.460.350,Environmental Pollution,Public Health,446
HIV Seropositivity,C,C20.673.480.500,HIV Infections,Immunologic Deficiency Syndromes,445
HIV Seropositivity,C,C01.925.813.400.500,HIV Infections,"Sexually Transmitted Diseases, Viral",445
HIV Seropositivity,C,C01.925.782.815.616.400.500,HIV Infections,Lentivirus Infections,445
HIV Seropositivity,C,C01.221.812.640.400.500,HIV Infections,"Sexually Transmitted Diseases, Viral",445
HIV Seropositivity,C,C01.221.250.875.500,HIV Infections,Blood-Borne Infections,445
HIV Seropositivity,C,C01.778.640.400.500,HIV Infections,"Sexually Transmitted Diseases, Viral",445
Mental Disorders,F,F03,NULL,NULL,445
Income,N,N01.824.417,Socioeconomic Factors,Population Characteristics,444
Diarrhea,C,C23.888.821.214,"Signs and Symptoms, Digestive",Signs and Symptoms,443
Stroke,C,C14.907.253.855,Cerebrovascular Disorders,Vascular Diseases,439
Stroke,C,C10.228.140.300.775,Cerebrovascular Disorders,Brain Diseases,439
Mental Health,N,N01.400.500,Health,Population Characteristics,437
Mental Health,F,F02.418,Psychological Phenomena,NULL,437
Immunization Programs,N,N02.421.726.608,Preventive Health Services,Health Services,436
Maternal Health Services,N,N02.421.800.500,Reproductive Health Services,Health Services,436
Maternal Health Services,N,N02.421.143.620,Community Health Services,Health Services,436
Prenatal Care,N,N02.421.143.620.704,Maternal Health Services,Community Health Services,436
Prenatal Care,N,N02.421.585.786,Patient Care,Health Services,436
Prenatal Care,E,E02.760.786,Patient Care,Therapeutics,436
Communicable Diseases,C,C23.550.291.531,Disease Attributes,Pathologic Processes,434
Communicable Diseases,C,C01.221,Infections,NULL,434
Mothers,F,F01.829.263.500.320.200,Parents,Nuclear Family,434
Mothers,M,M01.620.630,Parents,Persons,434
Mothers,I,I01.880.853.150.500.340.270,Parents,Nuclear Family,434
"Data Interpretation, Statistical",L,L01.313.500.750.190.380,Decision Support Techniques,Medical Informatics Applications,433
"Data Interpretation, Statistical",N,N05.715.360.750.300,Statistics as Topic,Health Care Evaluation Mechanisms,433
"Data Interpretation, Statistical",E,E05.245.380,Decision Support Techniques,Investigative Techniques,433
"Data Interpretation, Statistical",E,E05.318.740.300,Statistics as Topic,Epidemiologic Methods,433
"Data Interpretation, Statistical",N,N06.850.520.830.300,Statistics as Topic,Epidemiologic Methods,433
"RNA, Viral",D,D13.444.735.828,RNA,Nucleic Acids,433
Trachoma,C,C01.375.354.220.800,"Conjunctivitis, Bacterial","Eye Infections, Bacterial",432
Trachoma,C,C01.150.252.289.225.800,"Conjunctivitis, Bacterial","Eye Infections, Bacterial",432
Trachoma,C,C01.150.252.400.210.125.745,Chlamydia Infections,Chlamydiaceae Infections,432
Trachoma,C,C11.187.183.220.889,"Conjunctivitis, Bacterial",Conjunctivitis,432
Trachoma,C,C11.204.813,Corneal Diseases,Eye Diseases,432
Trachoma,C,C11.294.354.220.800,"Conjunctivitis, Bacterial","Eye Infections, Bacterial",432
Zimbabwe,Z,Z01.058.290.175.960,"Africa, Southern",Africa South of the Sahara,431
Computer Simulation,L,L01.224.160,Computing Methodologies,Information Science,427
Hospitals,N,N02.278.421,Health Facilities,"Health Care Facilities, Manpower, and Services",424
Evidence-Based Medicine,H,H02.249.750,Evidence-Based Practice,Health Occupations,416
Evidence-Based Medicine,H,H02.403.200.400,Clinical Medicine,Medicine,416
"Antiretroviral Therapy, Highly Active",E,E02.319.310.075,"Drug Therapy, Combination",Drug Therapy,413
"Genome, Bacterial",G,G05.360.340.358.207,"Genome, Microbial",Genome,412
Feces,A,A12.459,Fluids and Secretions,NULL,411
Nutritional Status,G,G07.203.650.650,Nutritional Physiological Phenomena,"Diet, Food, and Nutrition",409
Nutritional Status,N,N01.224.425.525,Health Status,Demography,409
Attitude to Health,N,N05.300.150,Delivery of Health Care,"Health Care Quality, Access, and Evaluation",406
Attitude to Health,F,F01.100.150,Attitude,Behavior and Behavior Mechanisms,406
"Antigens, Protozoan",D,D23.050.293,Antigens,Biological Factors,401
Diabetes Mellitus,C,C18.452.394.750,Glucose Metabolism Disorders,Metabolic Diseases,401
Diabetes Mellitus,C,C19.246,Endocrine System Diseases,NULL,401
"Tuberculosis, Multidrug-Resistant",C,C01.150.252.410.040.552.846.775,Tuberculosis,Mycobacterium Infections,396
Bangladesh,Z,Z01.252.245.131,"Asia, Western",Asia,394
Research,H,H01.770.644,Science,Natural Science Disciplines,394
"Antibodies, Bacterial",D,D12.776.124.486.485.114.107,Antibodies,Immunoglobulins,389
"Antibodies, Bacterial",D,D12.776.124.790.651.114.125,Antibodies,Immunoglobulins,389
"Antibodies, Bacterial",D,D12.776.377.715.548.114.125,Antibodies,Immunoglobulins,389
Community Health Services,N,N02.421.143,Health Services,"Health Care Facilities, Manpower, and Services",389
